1,16384,10,298.780334,286.420358
1,16384,100,210.151305,187.797535
1,16384,1000,443.351463,305.656719
1,16384,10000,660.764199,588.255610
1,16384,100000,660.764199,625.383679
4,16384,10,365.529132,262.398460
4,16384,100,399.531841,298.543638
4,16384,1000,587.345955,442.973525
4,16384,10000,1184.818564,642.652031
4,16384,100000,1272.582903,642.965471
